fixture_id,minute,minute_extra,team_id,player_id,player_name,assist_id,type,detail
1489369,9,,16,35532,Julián Quiñones,266345.0,Goal,Normal Goal
1489369,17,,1531,3287,Teboho Mokoena,,Card,Yellow Card
1489369,23,,16,212233,Brian Gutiérrez,,Card,Yellow Card
1489369,49,,1531,158433,Siphephelo Sithole,,Card,Red Card
1489369,56,,1531,98936,Lyle Foster,194430.0,subst,Substitution 1
1489369,61,,1531,268710,Jayden Adams,3289.0,subst,Substitution 2
1489369,66,,16,750,Álvaro Fidalgo,482605.0,subst,Substitution 1
1489369,66,,16,212233,Brian Gutiérrez,35690.0,subst,Substitution 2
1489369,67,,16,2887,Raúl Jiménez,2879.0,Goal,Normal Goal
1489369,74,,1531,46458,Nkosinathi Sibisi,,Card,Yellow Card
1489369,76,,16,2887,Raúl Jiménez,291713.0,subst,Substitution 3
1489369,76,,16,266345,Erik Lira,2869.0,subst,Substitution 4
1489369,77,,1531,46334,Aubrey Modiba,179893.0,subst,Substitution 3
1489369,77,,1531,127429,Iqraam Rayners,201354.0,subst,Substitution 4
1489369,79,,16,35532,Julián Quiñones,2889.0,subst,Substitution 5
1489369,82,,1531,3289,Themba Zwane,,Var,Card upgrade
1489369,84,,1531,3289,Themba Zwane,,Card,Red Card
1489369,90,2.0,16,2873,César Montes,,Card,Red Card
