fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1539004,2026-06-18 16:00:00+00:00,FT,Group Stage - 2,Mercedes-Benz Stadium,Atlanta,770,Czechia,1531,South Africa,1,1
