fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1489411,2026-06-26 02:00:00+00:00,FT,Group Stage - 3,Levi's Stadium,Santa Clara,2380,Paraguay,20,Australia,0,0
