fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1489384,2026-06-17 20:00:00+00:00,FT,Group Stage - 1,AT&T Stadium,Arlington,10,England,3,Croatia,4,2
