fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1539001,2026-06-14 04:00:00+00:00,FT,Group Stage - 1,BC Place,Vancouver,20,Australia,777,Türkiye,2,0
