fixture_id,date,team_id,player_id,player_name,position,minutes,rating,is_starter,goals,assists,shots_total,shots_on,passes_total,passes_key,passes_accuracy,tackles,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow,red
1565176,2026-06-29 20:30:00+00:00,25,497,Manuel Neuer,G,120.0,6.9,True,,0.0,,,27.0,,27.0,,,1.0,1.0,,,1.0,,0,0
1565176,2026-06-29 20:30:00+00:00,25,502,Joshua Kimmich,D,120.0,7.3,True,,0.0,3.0,1.0,141.0,,129.0,1.0,,11.0,7.0,1.0,1.0,2.0,,0,0
1565176,2026-06-29 20:30:00+00:00,25,972,Jonathan Tah,D,120.0,7.3,True,,0.0,1.0,1.0,117.0,,114.0,,,5.0,1.0,1.0,1.0,,2.0,0,0
1565176,2026-06-29 20:30:00+00:00,25,2285,Antonio Rüdiger,D,110.0,7.3,True,,0.0,,,123.0,,114.0,,,6.0,4.0,,,,1.0,0,0
1565176,2026-06-29 20:30:00+00:00,25,280074,Nathaniel Brown,D,120.0,7.0,True,,0.0,,,49.0,2.0,43.0,5.0,,13.0,8.0,1.0,1.0,1.0,2.0,0,0
1565176,2026-06-29 20:30:00+00:00,25,644,Leroy Sané,M,88.0,6.3,True,,0.0,,,54.0,,48.0,1.0,1.0,9.0,1.0,7.0,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,637,Felix Nmecha,M,45.0,6.5,True,,0.0,,,14.0,,9.0,1.0,,9.0,4.0,4.0,2.0,,1.0,0,0
1565176,2026-06-29 20:30:00+00:00,25,328033,Aleksandar Pavlović,M,79.0,6.5,True,,0.0,,,74.0,1.0,68.0,,2.0,8.0,,,,,5.0,0,0
1565176,2026-06-29 20:30:00+00:00,25,203224,Florian Wirtz,M,110.0,8.3,True,,1.0,1.0,,80.0,4.0,62.0,2.0,,14.0,8.0,5.0,2.0,2.0,,0,0
1565176,2026-06-29 20:30:00+00:00,25,978,Kai Havertz,F,120.0,7.5,True,1.0,0.0,3.0,3.0,36.0,1.0,31.0,,,16.0,7.0,2.0,,3.0,2.0,1,0
1565176,2026-06-29 20:30:00+00:00,25,26475,Deniz Undav,F,63.0,6.3,True,,0.0,1.0,,5.0,,3.0,,,3.0,,,,,1.0,0,0
1565176,2026-06-29 20:30:00+00:00,25,511,Leon Goretzka,M,75.0,6.5,False,,0.0,1.0,,16.0,1.0,11.0,1.0,,8.0,3.0,1.0,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,181812,Jamal Musiala,M,57.0,6.6,False,,0.0,,,25.0,,24.0,1.0,,19.0,9.0,10.0,6.0,2.0,1.0,1,0
1565176,2026-06-29 20:30:00+00:00,25,25368,Waldemar Anton,D,41.0,6.6,False,,0.0,1.0,1.0,24.0,1.0,22.0,,1.0,8.0,3.0,,,1.0,3.0,0,0
1565176,2026-06-29 20:30:00+00:00,25,158054,Nick Woltemade,F,32.0,6.9,False,,0.0,1.0,,2.0,,2.0,1.0,,4.0,3.0,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,163189,Malick Thiaw,D,10.0,6.7,False,,0.0,,,7.0,,7.0,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,714,Nadiem Amiri,M,10.0,6.7,False,,0.0,1.0,,5.0,,5.0,1.0,,2.0,1.0,1.0,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,399,Alexander Nübel,G,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,702,Oliver Baumann,G,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,25158,David Raum,D,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,18970,Pascal Groß,M,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,137210,Angelo Stiller,M,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,380978,Assan Ouédraogo,M,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,128533,Jamie Leweling,F,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,25,158644,Maximilian Beier,F,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,70852,Orlando Gill,G,120.0,8.2,True,,0.0,,,45.0,,12.0,,,3.0,3.0,,,3.0,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,195992,Juan Cáceres,D,99.0,6.9,True,,0.0,,,23.0,,17.0,2.0,1.0,10.0,5.0,3.0,1.0,,1.0,0,0
1565176,2026-06-29 20:30:00+00:00,2380,2502,Gustavo Gómez,D,120.0,6.5,True,,0.0,1.0,,15.0,,11.0,1.0,1.0,6.0,2.0,,,,1.0,0,0
1565176,2026-06-29 20:30:00+00:00,2380,70732,José Canale,D,120.0,7.5,True,,0.0,,,10.0,,5.0,5.0,1.0,10.0,8.0,,,2.0,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,2499,Junior Alonso,D,119.0,6.3,True,,0.0,1.0,1.0,25.0,1.0,17.0,4.0,,14.0,6.0,,,,2.0,0,0
1565176,2026-06-29 20:30:00+00:00,2380,2507,Miguel Almirón,M,90.0,7.2,True,,0.0,,,22.0,,16.0,2.0,1.0,13.0,9.0,3.0,2.0,3.0,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,195107,Damián Bobadilla,M,99.0,7.0,True,,0.0,,,17.0,,13.0,5.0,3.0,7.0,5.0,,,,1.0,0,0
1565176,2026-06-29 20:30:00+00:00,2380,6236,Andrés Cubas,M,120.0,6.6,True,,0.0,,,20.0,,15.0,5.0,3.0,12.0,6.0,,,1.0,1.0,1,0
1565176,2026-06-29 20:30:00+00:00,2380,305832,Matías Galarza,M,120.0,6.9,True,,1.0,,,24.0,1.0,13.0,4.0,2.0,21.0,10.0,,,3.0,4.0,1,0
1565176,2026-06-29 20:30:00+00:00,2380,6483,Gabriel Ávalos,F,55.0,6.7,True,,0.0,,,12.0,,6.0,,,4.0,3.0,,,1.0,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,70747,Julio Enciso,F,57.0,7.6,True,1.0,0.0,2.0,1.0,5.0,1.0,5.0,,,5.0,1.0,3.0,1.0,,1.0,0,0
1565176,2026-06-29 20:30:00+00:00,2380,119128,Gustavo Caballero,F,65.0,6.6,False,,0.0,1.0,1.0,9.0,,7.0,1.0,,13.0,7.0,3.0,2.0,2.0,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,106485,Mauricio,M,63.0,7.2,False,,0.0,,,16.0,2.0,13.0,2.0,1.0,8.0,6.0,2.0,2.0,1.0,1.0,0,0
1565176,2026-06-29 20:30:00+00:00,2380,35808,Gustavo Velázquez,D,30.0,6.6,False,,0.0,,,3.0,,2.0,,,2.0,1.0,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,70767,Braian Ojeda,M,21.0,6.3,False,,0.0,,,8.0,,7.0,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,2522,Antonio Sanabria,F,21.0,6.9,False,,0.0,,,3.0,,2.0,2.0,,8.0,4.0,,,1.0,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,2500,Fabián Balbuena,D,1.0,,False,,0.0,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,51733,Gastón Olveira,G,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,2497,Roberto Fernández,G,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,6168,Omar Alderete,D,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,425020,Alexandro Maidana,D,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,2514,Alejandro Romero,M,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,196298,Ramón Sosa,F,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,95460,Alex Arce,F,,,False,,,,,,,,,,,,,,,,0,0
1565176,2026-06-29 20:30:00+00:00,2380,70670,Isidro Pitta,F,,,False,,,,,,,,,,,,,,,,0,0
