fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1489390,2026-06-19 22:00:00+00:00,1108,Scotland,31,True,0,1,L,41.0,454.0,388.0,85.0,6.0,0.0,3.0,3.0,5.0,1.0,10.0,1.0,1.0,1.0,,1.0,0.54,True
1489390,2026-06-19 22:00:00+00:00,31,Morocco,1108,False,1,0,W,59.0,671.0,601.0,90.0,12.0,2.0,6.0,4.0,9.0,3.0,8.0,5.0,0.0,1.0,,0.0,0.95,True
