fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1565177,2026-06-30 21:00:00+00:00,2,France,5,True,3,0,W,61.0,551.0,485.0,88.0,25.0,12.0,9.0,4.0,16.0,9.0,14.0,9.0,3.0,,,3.0,3.17,True
1565177,2026-06-30 21:00:00+00:00,5,Sweden,2,False,0,3,L,39.0,352.0,280.0,80.0,8.0,3.0,4.0,1.0,7.0,1.0,10.0,1.0,1.0,,,9.0,0.65,True
