fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1489409,2026-06-25 20:00:00+00:00,FT,Group Stage - 3,Lincoln Financial Field,Philadelphia,5530,Curaçao,1501,Ivory Coast,0,2
