matchday,player_id,player_name,team_id,matches,minutes,goals,assists,shots,key_passes,tackles,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,goal_involvements,goals_p90,assists_p90,ga_p90,key_passes_p90,def_actions_p90,duel_win_pct,dribble_success_pct,above_min_threshold
1,145465,Hussein Ali,1567,1,73.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.233,33.3,,False
1,126949,Chris Richards,2384,1,99.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818,60.0,,True
1,147859,Charles De Ketelaere,1,1,66.0,0.0,0.0,0.0,1.0,2.0,3.0,12.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,1.364,6.818,66.7,50.0,False
1,125171,Josip Stanišić,3,1,90.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,66.7,100.0,True
1,126642,Patrick Wimmer,775,1,20.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,40.0,0.0,False
1,123530,Mahmoud Al-Mardi,1548,1,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,,False
1,152849,Micky van de Ven,1118,1,94.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.957,50.0,,True
1,153430,Anthony Elanga,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
1,123469,Zeki Amdouni,15,1,11.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,8.182,8.182,80.0,50.0,False
1,154767,Mohanad Ali,1567,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
1,156477,Rayan Cherki,2,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False
1,116117,M. Caicedo,2382,1,90.0,0.0,0.0,1.0,3.0,2.0,2.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,45.5,0.0,True
1,158433,Siphephelo Sithole,1531,1,49.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.837,14.3,,False
1,113580,Willy Semedo,1533,1,29.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.207,40.0,0.0,False
1,158688,Jesse Randall,4673,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,,,False
1,127227,Israel Reyes,16,1,90.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,100.0,,True
1,134995,Nawaf Boushal,23,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False
1,135059,Amine Ben Hmida,28,1,90.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,63.6,,True
1,133609,Pedri,9,1,90.0,0.0,0.0,1.0,5.0,2.0,1.0,8.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,75.0,100.0,True
1,135068,E. Agbadou,1501,1,90.0,0.0,0.0,0.0,0.0,4.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72.7,,True
1,136723,Noni Madueke,10,1,72.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,1.25,66.7,100.0,False
1,102538,Mo Abualnadi,1548,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False
1,137223,Jerome Opoku,1504,1,51.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.765,100.0,,False
1,137721,Gustaf Lagerbielke,5,1,90.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,,True
1,137976,Isak Hien,5,1,90.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,85.7,,True
1,138417,Nathan Patterson,1108,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,,False
1,129678,Azzedine Ounahi,31,1,65.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,2.769,0.0,50.0,57.1,False
1,129058,Bart Verbruggen,1118,1,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True
1,104244,Mohammad Al Daoud,1548,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,False
1,138787,Anthony Gordon,10,1,72.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,138804,Matěj Kovář,770,1,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True
1,138935,Carney Chukwuemeka,775,1,31.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,False
1,129033,Joško Gvardiol,3,1,90.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,True
1,140607,Yazeed Abu Laila,1548,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,True
1,128766,Louicius Don Deedson,2386,1,61.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,57.1,75.0,False
1,140747,Ibrahim Bayesh,1567,1,78.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.154,2.308,50.0,25.0,False
1,142016,João Paulo,1533,1,14.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.286,100.0,,False
1,142959,Kerem Aktürkoğlu,777,1,85.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.059,1.059,50.0,0.0,False
1,128384,Vitinha,27,1,83.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,False
1,127817,P. Hincapié,2382,1,90.0,0.0,0.0,1.0,0.0,5.0,1.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,61.5,,True
