matchday,player_id,player_name,team_id,matches,minutes,goals,assists,shots,key_passes,tackles,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,goal_involvements,goals_p90,assists_p90,ga_p90,key_passes_p90,def_actions_p90,duel_win_pct,dribble_success_pct,above_min_threshold
1,26475,Deniz Undav,25,1,26.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,3.462,6.923,10.385,10.385,0.0,0.0,0.0,False
1,30484,Mattias Svanberg,5,1,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.923,0.0,6.923,0.0,0.0,,,False
1,2001,Cyle Larin,5529,1,14.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,6.429,0.0,6.429,6.429,0.0,66.7,,False
1,18592,Iliman Ndiaye,13,1,16.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.625,5.625,5.625,0.0,0.0,,False
1,161921,Giovanni Reyna,2384,1,17.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,5.294,0.0,5.294,0.0,0.0,66.7,,False
1,1460,Bukayo Saka,10,1,18.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,0.0,5.0,5.0,5.0,0.0,100.0,100.0,False
1,909,Marcus Rashford,10,1,18.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,False
1,33289,Koki Ogawa,12,1,19.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.737,4.737,4.737,0.0,0.0,,False
1,161904,Bradley Barcola,2,1,19.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,4.737,0.0,4.737,0.0,0.0,66.7,50.0,False
1,47582,Cucho Hernández,8,1,21.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.286,4.286,4.286,0.0,25.0,0.0,False
1,18967,Leo Østigård,1090,1,22.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.091,0.0,4.091,0.0,0.0,100.0,,False
1,446249,Ibrahim Mbaye,13,1,24.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,3.75,0.0,3.75,0.0,0.0,33.3,100.0,False
1,347316,Lucas Bergvall,5,1,25.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,3.6,3.6,3.6,7.2,50.0,100.0,False
1,154,Lionel Messi,26,1,80.0,3.0,0.0,6.0,2.0,2.0,0.0,8.0,3.0,2.0,0.0,3.0,3.375,0.0,3.375,2.25,2.25,37.5,0.0,False
1,34710,Hyeon-gyu Oh,17,1,28.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,3.214,0.0,3.214,3.214,0.0,75.0,,False
1,13376,Jaminton Campaz,8,1,29.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,3.103,0.0,3.103,0.0,3.103,75.0,100.0,False
1,313353,Promise David,5529,1,29.0,0.0,1.0,1.0,1.0,1.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,3.103,3.103,3.103,3.103,30.0,,False
1,2864,Alexander Isak,5,1,89.0,1.0,2.0,2.0,2.0,1.0,0.0,8.0,1.0,2.0,0.0,3.0,1.011,2.022,3.034,2.022,1.011,12.5,0.0,False
1,157997,A. Diallo,1501,1,34.0,1.0,0.0,2.0,1.0,1.0,0.0,8.0,6.0,6.0,5.0,1.0,2.647,0.0,2.647,2.647,2.647,75.0,83.3,False
1,26315,Nicolás González,26,1,35.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.571,2.571,2.571,0.0,100.0,,False
1,138835,Folarin Balogun,2384,1,72.0,2.0,0.0,4.0,0.0,0.0,0.0,10.0,5.0,3.0,1.0,2.0,2.5,0.0,2.5,0.0,0.0,50.0,33.3,False
1,280074,Nathaniel Brown,25,1,73.0,1.0,1.0,1.0,3.0,2.0,1.0,7.0,2.0,1.0,0.0,2.0,1.233,1.233,2.466,3.699,3.699,28.6,0.0,False
1,542,Ryan Gravenberch,1118,1,81.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,3.0,3.0,2.0,2.0,0.0,2.222,2.222,2.222,0.0,50.0,66.7,False
1,502,Joshua Kimmich,25,1,83.0,0.0,2.0,0.0,5.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,2.169,2.169,5.422,1.084,50.0,,False
1,2901,Hwang In-beom,17,1,84.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,3.0,2.0,2.0,2.0,1.071,1.071,2.143,1.071,2.143,75.0,100.0,False
1,18830,Marko Arnautović,775,1,45.0,1.0,0.0,2.0,1.0,2.0,0.0,5.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,4.0,80.0,,False
1,18979,Viktor Gyökeres,5,1,90.0,1.0,1.0,4.0,4.0,0.0,0.0,9.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,33.3,33.3,True
1,184,Harry Kane,10,1,90.0,2.0,0.0,6.0,2.0,1.0,0.0,9.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,44.4,,True
1,94333,Elijah Just,4673,1,90.0,2.0,0.0,2.0,1.0,1.0,1.0,11.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,45.5,50.0,True
1,2691,Ramin Rezaeian,22,1,90.0,1.0,1.0,1.0,3.0,3.0,2.0,8.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,87.5,100.0,True
1,978,Kai Havertz,25,1,90.0,2.0,0.0,2.0,1.0,0.0,1.0,8.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,25.0,0.0,True
1,18931,Chris Wood,4673,1,90.0,0.0,2.0,3.0,4.0,0.0,0.0,8.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,25.0,0.0,True
1,265820,Yasin Ayari,5,1,90.0,2.0,0.0,2.0,2.0,3.0,1.0,11.0,4.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,36.4,0.0,True
1,17,Christian Pulišić,2384,1,45.0,0.0,1.0,0.0,2.0,1.0,0.0,8.0,5.0,5.0,3.0,1.0,0.0,2.0,2.0,4.0,2.0,62.5,60.0,False
1,2489,Luis Díaz,8,1,93.0,1.0,1.0,2.0,2.0,0.0,0.0,12.0,8.0,4.0,2.0,2.0,0.968,0.968,1.935,1.935,0.0,66.7,50.0,True
1,1100,Erling Haaland,1090,1,95.0,2.0,0.0,5.0,1.0,0.0,0.0,7.0,5.0,1.0,1.0,2.0,1.895,0.0,1.895,0.947,0.0,71.4,100.0,True
1,278,Kylian Mbappé,2,1,99.0,2.0,0.0,4.0,0.0,0.0,0.0,9.0,2.0,6.0,1.0,2.0,1.818,0.0,1.818,0.0,0.0,22.2,16.7,True
1,106485,Mauricio,2380,1,54.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,1.0,1.667,0.0,1.667,0.0,3.333,60.0,,False
1,1095,Xaver Schlager,775,1,59.0,0.0,1.0,0.0,1.0,4.0,3.0,11.0,6.0,1.0,0.0,1.0,0.0,1.525,1.525,1.525,10.678,54.5,0.0,False
1,338014,Nestory Irankunda,20,1,61.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0,1.475,0.0,1.475,0.0,0.0,28.6,100.0,False
1,77037,Jovo Lukić,1113,1,62.0,1.0,0.0,3.0,0.0,1.0,0.0,13.0,10.0,2.0,0.0,1.0,1.452,0.0,1.452,0.0,1.452,76.9,0.0,False
1,181812,Jamal Musiala,25,1,64.0,1.0,0.0,1.0,2.0,3.0,0.0,14.0,9.0,5.0,4.0,1.0,1.406,0.0,1.406,2.812,4.219,64.3,80.0,False
1,744,Brahim Díaz,31,1,65.0,0.0,1.0,1.0,2.0,0.0,0.0,10.0,4.0,3.0,1.0,1.0,0.0,1.385,1.385,2.769,0.0,40.0,33.3,False
1,66055,Petar Musa,3,1,66.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,5.0,0.0,0.0,1.0,1.364,0.0,1.364,0.0,1.364,41.7,,False
1,37724,Crysencio Summerville,1118,1,70.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,1.0,1.286,0.0,1.286,0.0,0.0,71.4,100.0,False
1,17269,Emam Ashour,32,1,71.0,1.0,0.0,2.0,1.0,1.0,1.0,12.0,7.0,1.0,1.0,1.0,1.268,0.0,1.268,1.268,2.535,58.3,100.0,False
1,1864,Pedro Neto,27,1,71.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,1.268,1.268,1.268,0.0,25.0,0.0,False
1,2937,Declan Rice,10,1,72.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.25,1.25,5.0,0.0,33.3,,False
1,637,Felix Nmecha,25,1,73.0,1.0,0.0,4.0,0.0,3.0,0.0,8.0,6.0,0.0,0.0,1.0,1.233,0.0,1.233,0.0,3.699,75.0,,False
1,265782,David Møller Wolfe,1090,1,73.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,3.0,1.0,0.0,1.0,0.0,1.233,1.233,1.233,1.233,33.3,0.0,False
1,18816,Arthur Masuaku,1508,1,74.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,3.0,3.0,1.0,1.0,0.0,1.216,1.216,2.432,1.216,50.0,33.3,False
1,32862,Takefusa Kubo,12,1,75.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.2,1.2,33.3,,False
1,266345,Erik Lira,16,1,76.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1.184,1.184,1.184,2.368,100.0,,False
1,2887,Raúl Jiménez,16,1,76.0,1.0,0.0,3.0,2.0,1.0,0.0,10.0,6.0,2.0,0.0,1.0,1.184,0.0,1.184,2.368,1.184,60.0,0.0,False
1,306,Mohamed Salah,32,1,76.0,0.0,1.0,1.0,3.0,0.0,0.0,11.0,4.0,3.0,0.0,1.0,0.0,1.184,1.184,3.553,0.0,36.4,0.0,False
1,263676,Abbosbek Fayzullaev,1568,1,77.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,4.0,1.0,0.0,1.0,1.169,0.0,1.169,0.0,1.169,44.4,0.0,False
1,295026,Martin Baturina,3,1,78.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,6.0,2.0,1.0,1.0,1.154,0.0,1.154,1.154,1.154,66.7,50.0,False
1,35532,Julián Quiñones,16,1,79.0,1.0,0.0,4.0,2.0,0.0,0.0,10.0,7.0,6.0,5.0,1.0,1.139,0.0,1.139,2.278,0.0,70.0,83.3,False
1,129718,Jude Bellingham,10,1,80.0,1.0,0.0,3.0,1.0,3.0,1.0,7.0,5.0,1.0,1.0,1.0,1.125,0.0,1.125,1.125,4.5,71.4,100.0,False
1,10135,Bruno Guimarães,6,1,80.0,0.0,1.0,1.0,1.0,3.0,0.0,12.0,6.0,2.0,1.0,1.0,0.0,1.125,1.125,1.125,3.375,50.0,50.0,False
1,324034,Gustavo Puerta,8,1,80.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.125,1.125,2.25,1.125,33.3,,False
1,37127,Martin Ødegaard,1090,1,81.0,0.0,1.0,1.0,1.0,2.0,0.0,7.0,3.0,2.0,0.0,1.0,0.0,1.111,1.111,1.111,2.222,42.9,0.0,False
1,51776,Maximiliano Araújo,7,1,81.0,1.0,0.0,2.0,5.0,0.0,0.0,8.0,4.0,2.0,1.0,1.0,1.111,0.0,1.111,5.556,0.0,50.0,50.0,False
1,162037,Malik Tillman,2384,1,82.0,0.0,1.0,3.0,3.0,0.0,1.0,18.0,7.0,5.0,2.0,1.0,0.0,1.098,1.098,3.293,1.098,38.9,40.0,False
1,19191,John McGinn,1108,1,83.0,1.0,0.0,2.0,1.0,0.0,0.0,10.0,7.0,1.0,1.0,1.0,1.084,0.0,1.084,1.084,0.0,70.0,100.0,False
1,7562,Romano Schmid,775,1,83.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,1.084,0.0,1.084,1.084,1.084,14.3,0.0,False
1,1442,Sead Kolašinac,1113,1,84.0,0.0,1.0,0.0,1.0,3.0,0.0,10.0,6.0,0.0,0.0,1.0,0.0,1.071,1.071,1.071,3.214,60.0,,False
1,441269,Paul Okon-Engstler,20,1,84.0,0.0,1.0,0.0,2.0,3.0,3.0,8.0,4.0,1.0,0.0,1.0,0.0,1.071,1.071,2.143,6.429,50.0,0.0,False
1,161897,Ismael Saibari,31,1,89.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,3.0,1.0,1.0,1.0,1.011,0.0,1.011,0.0,1.011,42.9,100.0,False
1,335051,João Neves,27,1,90.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,75.0,,True
1,30504,W. Singo,1501,1,90.0,0.0,1.0,1.0,1.0,0.0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,71.4,,True
1,2879,Roberto Alvarado,16,1,90.0,0.0,1.0,0.0,2.0,4.0,0.0,13.0,8.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,4.0,61.5,100.0,True
1,348205,Petar Sučić,3,1,90.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,33.3,50.0,True
1,203224,Florian Wirtz,25,1,90.0,0.0,1.0,1.0,4.0,2.0,1.0,7.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,42.9,33.3,True
1,138908,Elliot Anderson,10,1,90.0,0.0,1.0,0.0,1.0,2.0,4.0,11.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,54.5,,True
1,26243,Nico Schlotterbeck,25,1,90.0,1.0,0.0,2.0,0.0,2.0,3.0,10.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,80.0,100.0,True
1,309763,Livano Comenencia,5530,1,90.0,1.0,0.0,2.0,2.0,0.0,4.0,6.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,66.7,100.0,True
1,421,Breel Embolo,15,1,90.0,1.0,0.0,2.0,5.0,1.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,40.0,100.0,True
1,180560,Hannibal Mejbri,28,1,90.0,0.0,1.0,1.0,3.0,5.0,0.0,13.0,11.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,5.0,84.6,100.0,True
1,140609,Noor Al-Deen Al Rawabdeh,1548,1,90.0,0.0,1.0,0.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,60.0,50.0,True
1,175439,Homam Al-Amin,1569,1,90.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,66.7,,True
1,164026,Ali Olwan,1548,1,90.0,1.0,0.0,3.0,0.0,0.0,1.0,15.0,6.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,40.0,60.0,True
1,163068,Omar Rekik,28,1,90.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,100.0,,True
1,20649,Yoane Wissa,1508,1,90.0,1.0,0.0,2.0,0.0,1.0,0.0,11.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,36.4,0.0,True
1,2472,Rodrigo De Paul,26,1,90.0,0.0,1.0,0.0,1.0,3.0,2.0,8.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,62.5,100.0,True
1,207,Ivan Perišić,3,1,90.0,0.0,1.0,0.0,4.0,1.0,2.0,10.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,50.0,0.0,True
1,2532,Boualem Khoukhi,1569,1,90.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,33.3,,True
1,134217,Mohammad Mohebi,22,1,90.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,100.0,,True
1,762,Vinícius Júnior,6,1,93.0,1.0,0.0,1.0,2.0,0.0,0.0,14.0,2.0,8.0,0.0,1.0,0.968,0.0,0.968,1.935,0.0,14.3,0.0,True
1,33321,Keito Nakamura,12,1,94.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,0.957,0.0,0.957,0.957,1.915,60.0,100.0,True
1,2601,Daichi Kamada,12,1,94.0,1.0,0.0,1.0,1.0,3.0,1.0,9.0,4.0,2.0,1.0,1.0,0.957,0.0,0.957,0.957,3.83,44.4,50.0,True
1,290,Virgil van Dijk,1118,1,94.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,0.957,0.0,0.957,0.0,0.957,75.0,0.0,True
1,44475,Abdulelah Al-Amri,23,1,94.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,1.0,0.957,0.0,0.957,0.0,0.957,66.7,,True
1,49451,Aymen Hussein,1567,1,95.0,1.0,0.0,3.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,1.0,0.947,0.0,0.947,0.947,0.0,25.0,,True
1,47792,Amir Al-Ammari,1567,1,95.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.947,0.947,2.842,0.0,25.0,,True
1,6904,Connor Metcalfe,20,1,97.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,4.0,1.0,1.0,1.0,0.928,0.0,0.928,0.928,0.928,44.4,100.0,True
1,1231,Vladimír Coufal,770,1,97.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,2.0,1.0,0.0,1.0,0.0,0.928,0.928,0.928,0.928,22.2,0.0,True
1,66407,Ladislav Krejčí,770,1,97.0,1.0,0.0,1.0,0.0,3.0,0.0,13.0,7.0,0.0,0.0,1.0,0.928,0.0,0.928,0.0,2.784,53.8,,True
1,927,Kang-in Lee,17,1,97.0,0.0,1.0,1.0,3.0,1.0,0.0,14.0,10.0,6.0,5.0,1.0,0.0,0.928,0.928,2.784,0.928,71.4,83.3,True
1,19617,Michael Olise,2,1,99.0,0.0,1.0,2.0,4.0,2.0,0.0,9.0,6.0,3.0,2.0,1.0,0.0,0.909,0.909,3.636,1.818,66.7,66.7,True
1,272,Adrien Rabiot,2,1,99.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.909,0.909,1.818,0.0,50.0,,True
1,355994,Alexander Freeman,2384,1,99.0,0.0,1.0,0.0,1.0,1.0,2.0,13.0,8.0,3.0,2.0,1.0,0.0,0.909,0.909,0.909,2.727,61.5,66.7,True
1,70747,Julio Enciso,2380,1,99.0,0.0,1.0,1.0,1.0,2.0,0.0,14.0,8.0,4.0,2.0,1.0,0.0,0.909,0.909,0.909,1.818,57.1,50.0,True
1,13736,Daniel Muñoz,8,1,101.0,1.0,0.0,1.0,0.0,2.0,3.0,5.0,3.0,0.0,0.0,1.0,0.891,0.0,0.891,0.0,4.455,60.0,,True
