fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1562586,2026-07-02 00:00:00+00:00,2384,USA,1113,True,2,0,W,48.0,415.0,346.0,83.0,8.0,2.0,4.0,2.0,6.0,2.0,7.0,4.0,3.0,0.0,1.0,3.0,0.92,True
1562586,2026-07-02 00:00:00+00:00,1113,Bosnia & Herzegovina,2384,False,0,2,L,52.0,446.0,364.0,82.0,10.0,3.0,4.0,3.0,5.0,5.0,13.0,3.0,0.0,1.0,0.0,0.0,0.25,True
