fixture_id,date,team_id,player_id,player_name,position,minutes,rating,is_starter,goals,assists,shots_total,shots_on,passes_total,passes_key,passes_accuracy,tackles,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow,red
1539009,2026-06-24 19:00:00+00:00,1113,9026,Nikola Vasilj,G,90.0,6.9,True,,0.0,,,41.0,,32.0,,,,,,,,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,409670,Arjan Malić,D,45.0,6.3,True,,0.0,,,26.0,,23.0,1.0,,3.0,2.0,,,1.0,1.0,0,0
1539009,2026-06-24 19:00:00+00:00,1113,1741,Nikola Katić,D,63.0,6.9,True,,0.0,1.0,,65.0,,62.0,,,4.0,3.0,,,,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,14301,Stjepan Radeljić,D,90.0,7.0,True,,0.0,,,88.0,,81.0,,,,,,,,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,1442,Sead Kolašinac,D,90.0,6.9,True,,0.0,,,49.0,2.0,44.0,1.0,1.0,7.0,4.0,,,1.0,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,329409,Esmir Bajraktarević,M,90.0,6.6,True,,0.0,2.0,1.0,25.0,2.0,21.0,,1.0,3.0,2.0,1.0,1.0,1.0,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,162222,Ivan Bašić,M,90.0,7.9,True,,1.0,1.0,,69.0,1.0,66.0,1.0,1.0,7.0,6.0,2.0,2.0,3.0,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,1324,Ivan Šunjić,M,45.0,6.9,True,,0.0,1.0,1.0,36.0,2.0,31.0,1.0,,5.0,2.0,1.0,,,1.0,0,0
1539009,2026-06-24 19:00:00+00:00,1113,395559,Kerim Alajbegović,M,82.0,8.0,True,1.0,0.0,1.0,1.0,33.0,2.0,28.0,,,17.0,10.0,9.0,6.0,4.0,2.0,0,0
1539009,2026-06-24 19:00:00+00:00,1113,46930,Ermedin Demirović,F,90.0,6.3,True,,0.0,1.0,1.0,14.0,,9.0,,,8.0,2.0,2.0,1.0,1.0,4.0,0,0
1539009,2026-06-24 19:00:00+00:00,1113,790,Edin Džeko,F,64.0,6.7,True,,0.0,1.0,,17.0,,10.0,,,1.0,1.0,,,,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,264094,Benjamin Tahirović,M,45.0,6.9,False,,0.0,,,26.0,,22.0,2.0,1.0,4.0,4.0,,,1.0,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,322101,Amar Memić,M,45.0,6.9,False,,0.0,,,9.0,,7.0,1.0,,4.0,4.0,,,1.0,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,53517,Dennis Hadžikadunić,D,27.0,6.9,False,,1.0,,,10.0,1.0,8.0,2.0,,4.0,2.0,,,,1.0,0,0
1539009,2026-06-24 19:00:00+00:00,1113,340173,Ermin Mahmić,M,26.0,7.9,False,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,,3.0,2.0,1.0,,1.0,,1,0
1539009,2026-06-24 19:00:00+00:00,1113,25129,Dženis Burnić,M,8.0,6.7,False,,0.0,,,5.0,,5.0,,,,,,,,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,108370,Martin Zlomislić,G,,,False,,,,,,,,,,,,,,,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,446130,Mladen Jurkas,G,,,False,,,,,,,,,,,,,,,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,76867,Nihad Mujakić,D,,,False,,,,,,,,,,,,,,,,0,0
1539009,2026-06-24 19:00:00+00:00,1113,7318,Amar Dedić,D,,,False,,,,,,,,,,,,,,,,0,0
