fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1539005,2026-06-18 19:00:00+00:00,15,Switzerland,1113,True,4,1,W,62.0,587.0,517.0,88.0,13.0,7.0,3.0,3.0,9.0,4.0,7.0,7.0,3.0,1.0,0.0,2.0,2.01,True
1539005,2026-06-18 19:00:00+00:00,1113,Bosnia & Herzegovina,15,False,1,4,L,38.0,353.0,285.0,81.0,5.0,3.0,1.0,1.0,3.0,2.0,18.0,3.0,1.0,2.0,1.0,3.0,0.24,True
