fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1489371,2026-06-13 22:00:00+00:00,6,Brazil,31,True,1,1,D,54.0,501.0,441.0,88.0,12.0,4.0,4.0,4.0,9.0,3.0,15.0,5.0,0.0,2.0,,1.0,1.24,True
1489371,2026-06-13 22:00:00+00:00,31,Morocco,6,False,1,1,D,46.0,432.0,375.0,87.0,12.0,2.0,4.0,6.0,6.0,6.0,14.0,0.0,1.0,0.0,,3.0,1.28,True
