fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1489410,2026-06-25 20:00:00+00:00,2382,Ecuador,25,True,2,1,W,39.0,378.0,312.0,83.0,7.0,3.0,2.0,2.0,5.0,2.0,15.0,3.0,,3.0,,2.0,1.27,True
1489410,2026-06-25 20:00:00+00:00,25,Germany,2382,False,1,2,L,61.0,592.0,517.0,87.0,11.0,3.0,3.0,5.0,6.0,5.0,10.0,2.0,,1.0,,1.0,0.65,True
