fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1569870,2026-07-04 21:00:00+00:00,FT,Round of 16,Lincoln Financial Field,Philadelphia,2380,Paraguay,2,France,0,1
