fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1539009,2026-06-24 19:00:00+00:00,FT,Group Stage - 3,Lumen Field,Seattle,1113,Bosnia & Herzegovina,1569,Qatar,3,1
