fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1539000,2026-06-12 19:00:00+00:00,FT,Group Stage - 1,BMO Field,Toronto,5529,Canada,1113,Bosnia & Herzegovina,1,1
