fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1561329,2026-06-28 19:00:00+00:00,FT,Round of 32,SoFi Stadium,Inglewood,1531,South Africa,5529,Canada,0,1
