fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1489418,2026-06-28 02:00:00+00:00,FT,Group Stage - 3,Arrowhead Stadium,Kansas City,1532,Algeria,775,Austria,3,3
