fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1539003,2026-06-17 17:00:00+00:00,27,Portugal,1508,True,1,1,D,75.0,783.0,723.0,92.0,7.0,1.0,4.0,2.0,5.0,2.0,9.0,5.0,3.0,3.0,,1.0,0.69,True
1539003,2026-06-17 17:00:00+00:00,1508,Congo DR,27,False,1,1,D,25.0,251.0,197.0,78.0,8.0,2.0,3.0,3.0,2.0,6.0,10.0,4.0,2.0,1.0,,0.0,0.82,True
