fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1539074,2026-06-26 19:00:00+00:00,FT,Group Stage - 3,BMO Field,Toronto,13,Senegal,1567,Iraq,5,0
