fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1567308,2026-07-01 20:00:00+00:00,1,Belgium,13,True,3,2,W,52.0,699.0,602.0,86.0,19.0,5.0,9.0,5.0,11.0,8.0,21.0,4.0,2.0,1.0,,3.0,1.8,True
1567308,2026-07-01 20:00:00+00:00,13,Senegal,1,False,2,3,L,48.0,639.0,536.0,84.0,16.0,5.0,10.0,1.0,10.0,6.0,12.0,2.0,2.0,1.0,,3.0,3.22,True
