fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1539006,2026-06-20 03:00:00+00:00,777,Türkiye,2380,True,0,1,L,79.0,630.0,561.0,89.0,32.0,5.0,15.0,12.0,16.0,16.0,14.0,12.0,2.0,1.0,0.0,1.0,2.1,True
1539006,2026-06-20 03:00:00+00:00,2380,Paraguay,777,False,1,0,W,21.0,177.0,93.0,53.0,7.0,2.0,3.0,2.0,3.0,4.0,15.0,0.0,3.0,1.0,1.0,5.0,0.32,True
