fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1539013,2026-06-27 23:30:00+00:00,1508,Congo DR,1568,True,3,1,W,58.0,487.0,401.0,82.0,19.0,4.0,14.0,1.0,11.0,8.0,6.0,2.0,3.0,3.0,,1.0,2.35,True
1539013,2026-06-27 23:30:00+00:00,1568,Uzbekistan,1508,False,1,3,L,42.0,355.0,269.0,76.0,4.0,1.0,3.0,0.0,3.0,1.0,16.0,4.0,1.0,2.0,,1.0,0.27,True
