fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1489385,2026-06-17 23:00:00+00:00,FT,Group Stage - 1,BMO Field,Toronto,1504,Ghana,11,Panama,1,0
