fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1489391,2026-06-19 19:00:00+00:00,2384,USA,20,True,2,0,W,62.0,524.0,447.0,85.0,10.0,2.0,2.0,6.0,8.0,2.0,12.0,7.0,1.0,3.0,,2.0,1.3,True
1489391,2026-06-19 19:00:00+00:00,20,Australia,2384,False,0,2,L,38.0,308.0,221.0,72.0,5.0,2.0,3.0,0.0,3.0,2.0,16.0,4.0,0.0,4.0,,1.0,0.44,True
