fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1489402,2026-06-23 20:00:00+00:00,FT,Group Stage - 2,Gillette Stadium,Boston,10,England,1504,Ghana,0,0
