fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1489398,2026-06-21 22:00:00+00:00,FT,Group Stage - 2,Hard Rock Stadium,Miami Gardens,7,Uruguay,1533,Cape Verde Islands,2,2
