fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1561329,2026-06-28 19:00:00+00:00,1531,South Africa,5529,True,0,1,L,58.0,550.0,468.0,85.0,6.0,1.0,4.0,1.0,1.0,5.0,10.0,1.0,1.0,0.0,,5.0,0.13,True
1561329,2026-06-28 19:00:00+00:00,5529,Canada,1531,False,1,0,W,42.0,380.0,298.0,78.0,12.0,7.0,5.0,0.0,9.0,3.0,16.0,4.0,0.0,2.0,,1.0,1.32,True
