fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1538999,2026-06-12 02:00:00+00:00,FT,Group Stage - 1,Estadio Akron,Guadalajara,17,South Korea,770,Czech Republic,2,1
