fixture_id,date,team_id,team_name,opponent_id,is_home,goals_for,goals_against,outcome,possession_pct,passes_total,passes_accurate,passes_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,fouls,corners,offsides,yellow_cards,red_cards,gk_saves,xg,is_complete
1539002,2026-06-15 02:00:00+00:00,5,Sweden,28,True,5,1,W,49.0,353.0,280.0,79.0,13.0,7.0,3.0,3.0,9.0,4.0,10.0,4.0,3.0,0.0,,1.0,1.36,True
1539002,2026-06-15 02:00:00+00:00,28,Tunisia,5,False,1,5,L,51.0,364.0,288.0,79.0,6.0,2.0,3.0,1.0,2.0,4.0,8.0,2.0,6.0,1.0,,1.0,0.28,True
