fixture_id,date,team_id,player_id,player_name,position,minutes,rating,is_starter,goals,assists,shots_total,shots_on,passes_total,passes_key,passes_accuracy,tackles,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow,red
1489391,2026-06-19 19:00:00+00:00,2384,50728,Matthew Freese,G,90.0,6.9,True,,0.0,,,25.0,,12.0,,,1.0,1.0,,,1.0,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,355994,Alexander Freeman,D,90.0,8.2,True,1.0,0.0,1.0,1.0,65.0,1.0,59.0,4.0,2.0,14.0,10.0,3.0,2.0,1.0,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,126949,Chris Richards,D,90.0,7.2,True,,0.0,,,95.0,,91.0,3.0,2.0,12.0,6.0,,,1.0,3.0,1,0
1489391,2026-06-19 19:00:00+00:00,2384,19023,Tim Ream,D,90.0,7.0,True,,0.0,,,76.0,,68.0,,2.0,4.0,2.0,,,1.0,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,38735,Sergiño Dest,M,80.0,7.0,True,,0.0,1.0,1.0,24.0,1.0,23.0,,1.0,7.0,4.0,3.0,2.0,2.0,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,415,Weston McKennie,M,89.0,6.9,True,,0.0,1.0,,35.0,3.0,29.0,3.0,4.0,14.0,5.0,2.0,1.0,1.0,4.0,0,0
1489391,2026-06-19 19:00:00+00:00,2384,1150,Tyler Adams,M,90.0,7.0,True,,0.0,,,68.0,1.0,58.0,4.0,4.0,12.0,6.0,,,2.0,1.0,0,0
1489391,2026-06-19 19:00:00+00:00,2384,162037,Malik Tillman,M,90.0,7.6,True,,0.0,,,42.0,2.0,35.0,3.0,2.0,16.0,7.0,3.0,1.0,3.0,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,19549,Antonee Robinson,M,80.0,7.3,True,,0.0,,,44.0,1.0,39.0,3.0,2.0,11.0,7.0,3.0,3.0,,,1,0
1489391,2026-06-19 19:00:00+00:00,2384,138835,Folarin Balogun,F,89.0,6.5,True,,0.0,,,14.0,,9.0,,1.0,9.0,3.0,2.0,1.0,2.0,2.0,1,0
1489391,2026-06-19 19:00:00+00:00,2384,73868,Ricardo Pepi,F,74.0,6.2,True,,0.0,1.0,,17.0,,12.0,,1.0,12.0,4.0,1.0,1.0,,2.0,0,0
1489391,2026-06-19 19:00:00+00:00,2384,201713,Sebastian Berhalter,M,16.0,6.9,False,,0.0,,,10.0,,7.0,,,3.0,2.0,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,50737,Auston Trusty,D,10.0,6.6,False,,0.0,,,2.0,,1.0,1.0,,3.0,2.0,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,50852,Joe Scally,D,10.0,6.9,False,,0.0,,,5.0,,3.0,,,1.0,1.0,,,1.0,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,161921,Giovanni Reyna,M,1.0,,False,,0.0,,,1.0,,1.0,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,427,Haji Wright,F,1.0,,False,,0.0,,,1.0,,,,,2.0,1.0,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,50999,Matt Turner,G,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,266606,Chris Brady,G,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,50879,Miles Robinson,D,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,50735,Mark McKenzie,D,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,362400,Maximilian Arfsten,M,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,51114,Cristian Roldán,M,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,50739,Brenden Aaronson,M,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,1138,Tim Weah,F,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,2384,35885,Alex Zendejas,F,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,353883,Patrick Beach,G,90.0,6.3,True,,0.0,,,15.0,,10.0,,,1.0,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,6808,Jacob Italiano,D,90.0,5.9,True,,0.0,,,26.0,,20.0,1.0,,12.0,4.0,5.0,2.0,,,1,0
1489391,2026-06-19 19:00:00+00:00,20,348568,Alessandro Circati,D,90.0,7.5,True,,0.0,1.0,,30.0,,21.0,3.0,,13.0,10.0,,,1.0,2.0,1,0
1489391,2026-06-19 19:00:00+00:00,20,20079,Harry Souttar,D,90.0,6.2,True,,0.0,,,31.0,,22.0,,,10.0,5.0,,,1.0,3.0,1,0
1489391,2026-06-19 19:00:00+00:00,20,20457,Cameron Burgess,D,45.0,5.3,True,,0.0,,,19.0,,9.0,,1.0,2.0,1.0,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,337587,Jordan Bos,D,90.0,6.3,True,,0.0,,,25.0,,21.0,1.0,1.0,9.0,4.0,4.0,2.0,,2.0,1,0
1489391,2026-06-19 19:00:00+00:00,20,2751,Mathew Leckie,M,61.0,6.2,True,,0.0,1.0,,12.0,,7.0,,,9.0,5.0,1.0,1.0,1.0,1.0,0,0
1489391,2026-06-19 19:00:00+00:00,20,7050,Aiden O'Neill,M,90.0,6.6,True,,0.0,,,38.0,,26.0,1.0,2.0,9.0,6.0,2.0,1.0,4.0,,0,0
1489391,2026-06-19 19:00:00+00:00,20,441269,Paul Okon-Engstler,M,78.0,6.6,True,,0.0,,,33.0,,31.0,1.0,1.0,12.0,5.0,,,2.0,2.0,0,0
1489391,2026-06-19 19:00:00+00:00,20,312459,Nishan Velupillay,M,45.0,6.2,True,,0.0,,,8.0,1.0,3.0,2.0,,7.0,2.0,3.0,,,1.0,0,0
1489391,2026-06-19 19:00:00+00:00,20,198352,Mohamed Touré,F,45.0,6.6,True,,0.0,1.0,1.0,7.0,,6.0,1.0,,5.0,2.0,,,,1.0,0,0
1489391,2026-06-19 19:00:00+00:00,20,33847,Jason Geria,D,45.0,6.7,False,,0.0,,,17.0,,10.0,1.0,1.0,11.0,4.0,1.0,,,2.0,0,0
1489391,2026-06-19 19:00:00+00:00,20,6904,Connor Metcalfe,M,45.0,6.7,False,,0.0,1.0,1.0,15.0,,10.0,1.0,,3.0,2.0,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,338014,Nestory Irankunda,F,45.0,6.7,False,,0.0,,,8.0,1.0,6.0,,,7.0,3.0,,,1.0,2.0,0,0
1489391,2026-06-19 19:00:00+00:00,20,342035,Cristian Volpato,M,29.0,6.9,False,,0.0,1.0,,17.0,1.0,14.0,,,9.0,6.0,5.0,5.0,1.0,,0,0
1489391,2026-06-19 19:00:00+00:00,20,2749,Jackson Irvine,M,12.0,6.3,False,,0.0,,,7.0,,5.0,,,2.0,1.0,1.0,1.0,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,2741,Mathew Ryan,G,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,6870,Paul Izzo,G,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,2742,Miloš Degenek,D,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,225,Aziz Behich,D,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,426480,Lucas Herrington,D,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,153622,Kai Trewin,D,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,6832,Cameron Devlin,M,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,38123,Ajdin Hrustić,M,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,2755,Awer Mabil,M,,,False,,,,,,,,,,,,,,,,0,0
1489391,2026-06-19 19:00:00+00:00,20,296645,Tete Yengi,F,,,False,,,,,,,,,,,,,,,,0,0
