fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1489395,2026-06-21 19:00:00+00:00,FT,Group Stage - 2,SoFi Stadium,Inglewood,1,Belgium,22,Iran,0,0
