matchday,player_id,player_name,team_id,matches,minutes,goals,assists,shots,key_passes,tackles,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,goal_involvements,goals_p90,assists_p90,ga_p90,key_passes_p90,def_actions_p90,duel_win_pct,dribble_success_pct,above_min_threshold
2,19617,Michael Olise,2,1,68.0,0.0,2.0,1.0,3.0,1.0,0.0,11.0,6.0,4.0,3.0,2.0,0.0,2.647,2.647,3.971,1.324,54.5,75.0,False
2,714,Nadiem Amiri,25,1,34.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.647,2.647,2.647,0.0,,,False
2,153430,Anthony Elanga,5,1,35.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.571,0.0,2.571,0.0,0.0,100.0,100.0,False
2,291024,Hélio Varela,1533,1,35.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,2.571,0.0,2.571,0.0,0.0,14.3,100.0,False
2,38750,Brian Brobbey,1118,1,72.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,2.5,0.0,2.5,2.5,0.0,60.0,,False
2,395075,Mostafa Ziko,32,1,76.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,4.0,0.0,0.0,2.0,1.184,1.184,2.368,2.368,3.553,44.4,,False
2,51776,Maximiliano Araújo,7,1,81.0,1.0,1.0,2.0,3.0,1.0,0.0,9.0,3.0,3.0,0.0,2.0,1.111,1.111,2.222,3.333,1.111,33.3,0.0,False
2,762,Vinícius Júnior,6,1,81.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,3.0,6.0,2.0,2.0,1.111,1.111,2.222,1.111,0.0,42.9,33.3,False
2,306,Mohamed Salah,32,1,85.0,1.0,1.0,3.0,5.0,0.0,0.0,8.0,4.0,3.0,2.0,2.0,1.059,1.059,2.118,5.294,0.0,50.0,66.7,False
2,278,Kylian Mbappé,2,1,89.0,2.0,0.0,7.0,2.0,1.0,0.0,9.0,4.0,4.0,2.0,2.0,2.022,0.0,2.022,2.022,1.011,44.4,50.0,False
2,39064,Patrick Berg,1090,1,45.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,50.0,100.0,False
2,292924,Ahmed Nadhir Benbouali,1532,1,45.0,1.0,0.0,2.0,0.0,1.0,0.0,12.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,41.7,100.0,False
2,1100,Erling Haaland,1090,1,90.0,2.0,0.0,4.0,2.0,0.0,0.0,11.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,36.4,,True
2,386828,Lamine Yamal,9,1,45.0,1.0,0.0,5.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,100.0,100.0,False
2,226,Denzel Dumfries,1118,1,90.0,0.0,2.0,0.0,2.0,3.0,1.0,9.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,55.6,,True
2,2218,Ismaïla Sarr,13,1,90.0,2.0,0.0,4.0,0.0,1.0,1.0,11.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,36.4,0.0,True
2,154,Lionel Messi,26,1,98.0,2.0,0.0,7.0,2.0,2.0,0.0,15.0,9.0,4.0,3.0,2.0,1.837,0.0,1.837,1.837,1.837,60.0,75.0,True
2,386837,Alexandr Sojka,770,1,55.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,1.0,0.0,1.636,1.636,1.636,0.0,50.0,100.0,False
2,1323,Dani Olmo,9,1,61.0,0.0,1.0,2.0,1.0,1.0,1.0,7.0,3.0,3.0,1.0,1.0,0.0,1.475,1.475,1.475,2.951,42.9,33.3,False
2,1646,Lucas Paquetá,6,1,64.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,1.406,1.406,2.812,5.625,20.0,0.0,False
2,241,Michal Sadílek,770,1,67.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,1.343,0.0,1.343,1.343,2.687,40.0,,False
2,96512,Kevin Lenini,1533,1,71.0,1.0,0.0,1.0,2.0,2.0,1.0,11.0,6.0,2.0,1.0,1.0,1.268,0.0,1.268,2.535,3.803,54.5,50.0,False
2,35970,Luis Romo,16,1,71.0,1.0,0.0,1.0,1.0,4.0,1.0,11.0,7.0,2.0,0.0,1.0,1.268,0.0,1.268,1.268,6.338,63.6,0.0,False
2,2601,Daichi Kamada,12,1,73.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,1.0,1.233,0.0,1.233,1.233,1.233,40.0,0.0,False
2,635,Riyad Mahrez,1532,1,76.0,0.0,1.0,1.0,3.0,2.0,0.0,11.0,5.0,4.0,1.0,1.0,0.0,1.184,1.184,3.553,2.368,45.5,25.0,False
2,39362,Marcus Pedersen,1090,1,77.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,1.169,0.0,1.169,1.169,0.0,28.6,,False
2,33321,Keito Nakamura,12,1,79.0,0.0,1.0,0.0,1.0,2.0,0.0,7.0,5.0,2.0,2.0,1.0,0.0,1.139,1.139,1.139,2.278,71.4,100.0,False
2,6231,Facundo Medina,26,1,82.0,0.0,1.0,0.0,1.0,3.0,1.0,10.0,5.0,0.0,0.0,1.0,0.0,1.098,1.098,1.098,4.39,50.0,,False
2,161897,Ismael Saibari,31,1,84.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.071,0.0,1.071,1.071,1.071,66.7,0.0,False
2,15286,Mousa Tamari,1548,1,84.0,0.0,1.0,2.0,1.0,0.0,0.0,11.0,3.0,3.0,1.0,1.0,0.0,1.071,1.071,1.071,0.0,27.3,33.3,False
2,744,Brahim Díaz,31,1,84.0,0.0,1.0,0.0,3.0,0.0,0.0,12.0,5.0,5.0,3.0,1.0,0.0,1.071,1.071,3.214,0.0,41.7,60.0,False
2,94346,Tim Payne,4673,1,85.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,1.059,1.059,1.059,2.118,40.0,,False
2,85041,Amine Gouiri,1532,1,86.0,1.0,0.0,3.0,1.0,1.0,0.0,7.0,2.0,2.0,1.0,1.0,1.047,0.0,1.047,1.047,1.047,28.6,50.0,False
2,305832,Matías Galarza,2380,1,89.0,1.0,0.0,1.0,0.0,3.0,1.0,21.0,9.0,6.0,2.0,1.0,1.011,0.0,1.011,0.0,4.045,42.9,33.3,False
2,70747,Julio Enciso,2380,1,89.0,0.0,1.0,1.0,4.0,1.0,1.0,12.0,9.0,8.0,6.0,1.0,0.0,1.011,1.011,4.045,2.022,75.0,75.0,False
2,421,Breel Embolo,15,1,89.0,0.0,1.0,0.0,2.0,0.0,0.0,11.0,5.0,0.0,0.0,1.0,0.0,1.011,1.011,2.022,0.0,45.5,,False
2,213980,Nizar Al-Rashdan,1548,1,90.0,1.0,0.0,2.0,0.0,3.0,0.0,16.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,43.8,0.0,True
2,37127,Martin Ødegaard,1090,1,90.0,0.0,1.0,2.0,1.0,1.0,1.0,7.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,42.9,50.0,True
2,1464,Granit Xhaka,15,1,90.0,1.0,0.0,1.0,2.0,2.0,1.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,66.7,,True
2,2864,Alexander Isak,5,1,90.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,60.0,100.0,True
2,38114,Ko Itakura,12,1,90.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,60.0,,True
2,33889,Kaishu Sano,12,1,90.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,40.0,,True
2,355994,Alexander Freeman,2384,1,90.0,1.0,0.0,1.0,1.0,4.0,2.0,14.0,10.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,6.0,71.4,66.7,True
2,622,Aymeric Laporte,9,1,90.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,40.0,,True
2,304,Sadio Mané,13,1,90.0,0.0,1.0,0.0,5.0,3.0,0.0,16.0,10.0,5.0,4.0,1.0,0.0,1.0,1.0,5.0,3.0,62.5,80.0,True
2,283058,Nicolas Jackson,13,1,90.0,0.0,1.0,2.0,1.0,0.0,1.0,7.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,57.1,0.0,True
2,1942,Junya Ito,12,1,90.0,1.0,0.0,1.0,0.0,2.0,1.0,16.0,4.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,25.0,12.5,True
2,51603,Agustín Canobbio,7,1,93.0,1.0,0.0,1.0,2.0,6.0,0.0,16.0,7.0,2.0,0.0,1.0,0.968,0.0,0.968,1.935,5.806,43.8,0.0,True
2,637,Felix Nmecha,25,1,94.0,0.0,1.0,0.0,2.0,8.0,1.0,20.0,10.0,3.0,0.0,1.0,0.0,0.957,0.957,1.915,8.617,50.0,0.0,True
2,1642,Franck Kessié,1501,1,94.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,1.0,0.957,0.0,0.957,0.0,0.0,16.7,50.0,True
2,3287,Teboho Mokoena,1531,1,98.0,1.0,0.0,2.0,5.0,2.0,2.0,10.0,5.0,0.0,0.0,1.0,0.918,0.0,0.918,4.592,3.673,50.0,,True
2,2001,Cyle Larin,5529,1,98.0,1.0,0.0,2.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.918,0.0,0.918,0.918,0.0,25.0,,True
2,2654,Mohamed Hany,32,1,101.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.891,0.891,1.782,1.782,33.3,0.0,True
2,210165,Finn Surman,4673,1,101.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.891,0.0,0.891,0.0,0.891,14.3,,True
2,116117,Moisés Caicedo,2382,1,96.0,0.0,0.0,1.0,4.0,2.0,1.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.75,2.812,62.5,100.0,True
2,128772,David Zima,770,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False
2,119853,Mory Diaw,13,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,False
2,123530,Mahmoud Al-Mardi,1548,1,76.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.184,0.0,16.7,0.0,False
2,129047,Ramiz Zerrouki,1532,1,45.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,33.3,,False
2,128766,Louicius Don Deedson,2386,1,28.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.214,0.0,0.0,0.0,False
2,128533,Jamie Leweling,25,1,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2,128007,Yannick Semedo,1533,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False
2,127817,Piero Hincapié,2382,1,96.0,0.0,0.0,2.0,2.0,3.0,1.0,15.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.875,3.75,66.7,100.0,True
2,126642,Patrick Wimmer,775,1,20.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,42.9,,False
2,127769,Gabriel Martinelli,6,1,26.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.462,3.462,40.0,0.0,False
2,127429,Iqraam Rayners,1531,1,66.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,,False
2,126949,Chris Richards,2384,1,90.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,,True
2,127227,Israel Reyes,16,1,10.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,50.0,,False
2,94541,Joe Bell,4673,1,101.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.891,2.673,50.0,100.0,True
2,156477,Rayan Cherki,2,1,22.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.091,4.091,66.7,50.0,False
2,157997,Amad Diallo,1501,1,75.0,0.0,0.0,0.0,2.0,2.0,2.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.4,4.8,22.2,0.0,False
2,158121,Ismail Jakobs,13,1,36.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,50.0,,False
2,158688,Jesse Randall,4673,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,False
2,160925,Taha Abdi Ali,5,1,11.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.364,0.0,100.0,100.0,False
2,161747,Guéla Doué,1501,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False
2,161904,Bradley Barcola,2,1,83.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.253,83.3,66.7,False
2,161907,Malo Gusto,2,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False
2,161921,Giovanni Reyna,2384,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2,94562,Santiago Giménez,16,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False
2,162037,Malik Tillman,2384,1,90.0,0.0,0.0,0.0,2.0,3.0,2.0,16.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,43.8,33.3,True
2,162194,Lukáš Červ,770,1,78.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.154,66.7,100.0,False
2,162222,Ivan Bašić,1113,1,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333,0.0,,,False
2,162733,Ruben Providence,2386,1,71.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.268,0.0,42.9,25.0,False
2,162891,Juan Sanabria,7,1,93.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968,0.0,25.0,,True
2,162964,Robin Hranáč,770,1,98.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.837,37.5,,True
2,163032,Fabian Rieder,15,1,71.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,71.4,,False
2,163068,Omar Rekik,28,1,90.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,60.0,,True
2,164026,Ali Olwan,1548,1,89.0,0.0,0.0,2.0,2.0,2.0,0.0,17.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,2.022,2.022,35.3,22.2,False
2,162007,Maxim De Cuyper,1,1,96.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,True
2,129058,Bart Verbruggen,1118,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True
2,129678,Azzedine Ounahi,31,1,90.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,33.3,0.0,True
2,133609,Pedri,9,1,70.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.714,0.0,0.0,False
2,134217,Mohammad Mohebi,22,1,66.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.727,28.6,,False
2,135059,Amine Ben Hmida,28,1,45.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,,False
2,135068,Emmanuel Agbadou,1501,1,94.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.872,50.0,,True
2,136880,Saleh Hardani,22,1,45.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,False
2,137303,Evann Guessand,1501,1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2,137721,Gustaf Lagerbielke,5,1,90.0,0.0,0.0,1.0,0.0,8.0,2.0,17.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,70.6,100.0,True
2,152849,Micky van de Ven,1118,1,90.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,57.1,,True
2,138417,Nathan Patterson,1108,1,89.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.034,50.0,0.0,False
2,138804,Matěj Kovář,770,1,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True
2,138835,Folarin Balogun,2384,1,89.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.011,33.3,50.0,False
2,138935,Carney Chukwuemeka,775,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False
2,140607,Yazeed Abu Laila,1548,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,True
2,140609,Noor Al-Rawabdeh,1548,1,90.0,0.0,0.0,1.0,0.0,5.0,0.0,11.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,54.5,33.3,True
2,140747,Ibrahim Bayesh,1567,1,69.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304,25.0,,False
2,142959,Kerem Aktürkoğlu,777,1,45.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,50.0,,False
2,145465,Hussein Ali,1567,1,90.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.3,0.0,True
2,137976,Isak Hien,5,1,90.0,0.0,0.0,0.0,1.0,2.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,,True
2,48648,Dan Ndoye,15,1,71.0,0.0,0.0,3.0,1.0,1.0,0.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.268,1.268,44.4,0.0,False
2,49424,Aymen Dahmen,28,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,True
2,49451,Aymen Hussein,1567,1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,,False
2,49583,Ali Abdi,28,1,89.0,0.0,0.0,0.0,0.0,4.0,2.0,11.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.067,63.6,100.0,False
2,49866,Uğurcan Çakır,777,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True
2,50006,Amir Hadžiahmetović,1113,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
2,50030,Montassar Talbi,28,1,90.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.3,,True
2,72140,Saleem Obaid,1548,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,,False
2,50270,Ryan Mendes,1533,1,93.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.935,36.4,100.0,True
2,50728,Matthew Freese,2384,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,True
2,50737,Auston Trusty,2384,1,10.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,66.7,,False
2,50745,Jamiro Monteiro,1533,1,80.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.125,2.25,33.3,0.0,False
2,50816,Richie Laryea,5529,1,98.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.755,0.0,100.0,,True
2,50826,Jacob Shaffelburg,5529,1,27.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333,0.0,50.0,,False
2,50852,Joe Scally,2384,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False
2,50958,Derrick Etienne,2386,1,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,,False
2,50057,Eren Elmalı,777,1,20.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.5,0.0,20.0,100.0,False
2,46601,Khuliso Mudau,1531,1,98.0,0.0,0.0,0.0,1.0,3.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918,4.592,57.1,,True
2,46731,Pervis Estupiñán,2382,1,70.0,0.0,0.0,0.0,1.0,3.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.286,3.857,33.3,,False
2,46930,Ermedin Demirović,1113,1,86.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.047,25.0,0.0,False
2,47254,Mathías Olivera,7,1,93.0,0.0,0.0,0.0,3.0,1.0,1.0,10.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,2.903,1.935,50.0,50.0,True
