fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1489408,2026-06-24 19:00:00+00:00,FT,Group Stage - 3,BC Place,Vancouver,15,Switzerland,5529,Canada,2,1
