fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1578539,2026-07-09 20:00:00+00:00,FT,Quarter-finals,Gillette Stadium,Boston,2,France,31,Morocco,2,0
