fixture_id,date,status,round,venue,city,home_team_id,home_team,away_team_id,away_team,goals_home,goals_away
1539017,2026-06-22 21:00:00+00:00,FT,Group Stage - 2,Lincoln Financial Field,Philadelphia,2,France,1567,Iraq,3,0
